Neutral Citation,Instrument
2022_IEHC_3,Legal Services Regulation Act 2015
2022_IEHC_30,Child Trafficking and Pornography Act 1998
2022_IEHC_30,Criminal Law (Human Trafficking) Act 2007
2022_IEHC_30,Criminal Law (Sexual Offences) (Amendment) Act 2007
2022_IEHC_30,Criminal Law (Sexual Offences) Act 2006
2022_IEHC_300,European Convention
2022_IEHC_300,Human Rights Act
2022_IEHC_300,Solicitors (Amendment) Act
2022_IEHC_301,Adoption Act
2022_IEHC_301,Adoption Act 2010
2022_IEHC_301,European Convention
2022_IEHC_301,Mental Health Act 2001
2022_IEHC_301,United Nations Convention
2022_IEHC_303,Conveyancing Act
2022_IEHC_303,Land and Conveyancing Law Reform Act
2022_IEHC_304,Adoption Act
2022_IEHC_304,Adoption Act 2010
2022_IEHC_304,Adoption and Children Act 2002
2022_IEHC_304,Child Care Act 1991
2022_IEHC_304,Children Act 1989
2022_IEHC_304,United Nations Convention
2022_IEHC_305,Industrial and Provident Societies Act 1893
2022_IEHC_305,Taxes Consolidation Act
2022_IEHC_306,COVID-19 and Business Interruption Supervisory Framework
2022_IEHC_307,Legal Services Regulation Act 2015
2022_IEHC_308,Consumer Credit Act
2022_IEHC_308,Conveyancing Act
2022_IEHC_308,Conveyancing and Law of Property Act 1881
2022_IEHC_308,Registration of Title Act
2022_IEHC_309,Official Secrets Act
2022_IEHC_309,Protected Disclosures Act 2014
2022_IEHC_310,Civil Liability and Courts Act 2004
2022_IEHC_310,Courts and Courts Officers Act
2022_IEHC_310,Personal Injuries Assessment Board Act 2003
2022_IEHC_311,Asset Covered Securities Act 2001
2022_IEHC_311,Central Bank Act
2022_IEHC_311,Conveyancing Act
2022_IEHC_313,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_313,Immigration Act
2022_IEHC_313,Legal Services Regulation Act
2022_IEHC_313,Offences Against the State Act
2022_IEHC_314,Criminal Code
2022_IEHC_314,European Arrest Warrant Act
2022_IEHC_314,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_316,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_316,European Arrest Warrant Act 2003
2022_IEHC_316,European Convention
2022_IEHC_319,Medical Practitioners Act 2007
2022_IEHC_319,Property Services Regulation Act 2011
2022_IEHC_32,Criminal Justice (Administration) Act 1924
2022_IEHC_32,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_320,Courts (Supplemental Provisions) Act 1961
2022_IEHC_320,Courts Act 
2022_IEHC_320,Courts of Justice Act
2022_IEHC_320,Criminal Justice (Miscellaneous Provisions) Act 1997
2022_IEHC_320,Garda Siochana Act 2005
2022_IEHC_320,Legal Services Regulation Act 2015
2022_IEHC_320,Petty Sessions (Ireland) Act 1851
2022_IEHC_321,Civil Liability and Courts Act 2004
2022_IEHC_321,Family Leave and Miscellaneous Provisions Act 2021
2022_IEHC_321,Industrial Relations (Amendment) Act 2015
2022_IEHC_321,Interpretation Act 2005
2022_IEHC_321,Judicial Council Act 2019
2022_IEHC_321,Misuse of Drugs Act
2022_IEHC_321,Personal Injuries Assessment Board Act 2003
2022_IEHC_321,Statute of Limitations Act
2022_IEHC_322,Criminal Justice (Public Order) Act
2022_IEHC_322,Criminal Law (Rape) Act
2022_IEHC_322,Sex Offenders Act
2022_IEHC_323,European Convention
2022_IEHC_324,European Convention
2022_IEHC_324,Statute of Limitations (Amendment) Act
2022_IEHC_324,Statute of Limitations Act
2022_IEHC_326,European Convention
2022_IEHC_326,Residential Tenancies Act 2004
2022_IEHC_327,Aarhus Convention
2022_IEHC_327,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_327,Legal Services Regulation Act 2015
2022_IEHC_327,Planning and Development Act 2000
2022_IEHC_329,Habitats Directive
2022_IEHC_329,Planning and Development Act 2000
2022_IEHC_329,Planning and Development Regulations 2001
2022_IEHC_330,Family Law (Divorce) Act 1996
2022_IEHC_331,Conveyancing and Law of Property Act 1881
2022_IEHC_331,Judicature Act
2022_IEHC_331,Land and Conveyancing Law Reform Act 2009
2022_IEHC_332,Land and Conveyancing Law Reform Act 2009
2022_IEHC_332,Lis Pendens Act
2022_IEHC_334,Civil Liability Act
2022_IEHC_335,Enterprise and Regulatory Reform Act 2013
2022_IEHC_335,European Union (Protection of Trade Secrets) Regulations 2018
2022_IEHC_335,Garda Siochana Act
2022_IEHC_335,Industrial Relations Act 1990
2022_IEHC_335,Protected Disclosures Act
2022_IEHC_335,Protected Disclosures Act 2014
2022_IEHC_335,Protection of Employees (Fixed Term Work) Act 2003
2022_IEHC_335,Workplace Relations Act
2022_IEHC_336,Criminal Justice Act
2022_IEHC_336,Criminal Law (Amendment) Act 1935
2022_IEHC_336,Criminal Law (Insanity) Act
2022_IEHC_336,Criminal Law (Sexual Offences) Act
2022_IEHC_336,European Convention
2022_IEHC_336,Human Rights Act 1998
2022_IEHC_336,Misuse of Drugs Act
2022_IEHC_336,Offences Against the State Act
2022_IEHC_336,Prevention of Corruption (Amendment) Act
2022_IEHC_339,Citizens Directive
2022_IEHC_339,European Communities (Free Movement of Persons) Regulations 2015
2022_IEHC_34,Building Regulations
2022_IEHC_34,Competition Act
2022_IEHC_34,Data Protection Act
2022_IEHC_340,Family Law (Divorce) Act 1996
2022_IEHC_342,Competition (Amendment) Act 2006
2022_IEHC_345,Geneva Convention
2022_IEHC_345,International Protection Act 2015
2022_IEHC_345,Qualification Directive
2022_IEHC_345,Tribunal Decision
2022_IEHC_346,Legal Services Regulation Act 2015
2022_IEHC_349,Aarhus Convention
2022_IEHC_349,EIA Directive
2022_IEHC_349,Planning and Development Act 2000
2022_IEHC_35,Companies Act 2014
2022_IEHC_35,Succession Act 1965
2022_IEHC_351,Civil Liability and Courts Act 2004
2022_IEHC_352,Legal Services Regulation Act 2015
2022_IEHC_353,Credit Institutions (Stabilisation) Act 2010
2022_IEHC_353,Legal Services Regulation Act 2015
2022_IEHC_353,Statute of Limitations Act 1957
2022_IEHC_354,Legal Services Regulation Act 2015
2022_IEHC_354,Taxi Regulation (Small Public Service Vehicle) Regulations 2015
2022_IEHC_357,Companies Act 2014
2022_IEHC_357,Companies Act 1963
2022_IEHC_358,Dublin III Regulation
2022_IEHC_360,Freedom of Information Act
2022_IEHC_363,Employment Equality Act
2022_IEHC_363,Pensions Act 1990
2022_IEHC_364,Legal Services Regulation Act
2022_IEHC_366,Defamation Act 2009
2022_IEHC_366,Statute of Limitations Act 1957
2022_IEHC_367,Occupiers Liability Act 1995
2022_IEHC_369,Legal Services Regulation Act
2022_IEHC_370,Civil Liability and Courts Act 2004
2022_IEHC_370,Family Leave and Miscellaneous Provisions Act 2021
2022_IEHC_370,Judicial Council Act 2019
2022_IEHC_370,Personal Injuries Assessment Board Act 2003
2022_IEHC_371,Bankruptcy Act 1988
2022_IEHC_371,Personal Insolvency Act 2012
2022_IEHC_372,Aarhus Convention
2022_IEHC_372,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_372,National Planning Framework
2022_IEHC_372,Planning and Development Act 2000
2022_IEHC_372,Surface Water Regulations 2009
2022_IEHC_372,Water Framework Directive
2022_IEHC_373,Personal Insolvency (Amendment) Act 2015
2022_IEHC_373,Personal Insolvency Act 2012
2022_IEHC_373,Personal Insolvency Act 2012
2022_IEHC_374,Civil Liability Act 1961
2022_IEHC_374,Legal Services Regulation Act 2015
2022_IEHC_374,Personal Injuries Assessment Board Act 2003
2022_IEHC_375,Legal Services Regulation Act 2015
2022_IEHC_378,Citizens Directive
2022_IEHC_378,Civil Registration Act 2004
2022_IEHC_378,EU Treaty
2022_IEHC_378,Immigration Act
2022_IEHC_378,Immigration Act 2004
2022_IEHC_379,Disability Act 2005
2022_IEHC_379,Education Act 1998
2022_IEHC_379,Special Educational Needs Act
2022_IEHC_379,United Nations Convention
2022_IEHC_38,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_38,European Arrest Warrant Act
2022_IEHC_38,European Convention
2022_IEHC_38,European Council Framework Decision
2022_IEHC_380,Personal Insolvency (Amendment) Act 2015
2022_IEHC_380,Personal Insolvency Act 2012
2022_IEHC_382,Criminal Code
2022_IEHC_382,European Arrest Warrant Act
2022_IEHC_382,Council Framework Decision 2002/584
2022_IEHC_382,Geneva Convention
2022_IEHC_383,European Arrest Warrant Act
2022_IEHC_383,General Directorate of Reintegration and Prison Services (DGRSP)
2022_IEHC_383,Technical Teams for Specialised Treatment (ETET)
2022_IEHC_384,European Arrest Warrant Act 2003
2022_IEHC_384,European Convention
2022_IEHC_384,Council Framework Decision 2009/299/JHA
2022_IEHC_384,Council Framework Decision 2002/584
2022_IEHC_384,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_384,United Nations Standard Minimum Rules
2022_IEHC_386,Civil Legal Aid Act 1995
2022_IEHC_386,Statute of Limitations (Amendment) Act
2022_IEHC_389,Adoption Act 2010
2022_IEHC_389,Adoption and Children Act 2002
2022_IEHC_389,Children Act 1989
2022_IEHC_391,Civil Liability and Courts Act 2004
2022_IEHC_391,Liability for Defective Products Act 1991
2022_IEHC_391,Personal Injuries Assessment Board Act 2003 
2022_IEHC_391,PIAB Act
2022_IEHC_391,Statute of Limitations Act 1957
2022_IEHC_393,Meath County Development Plan 2013
2022_IEHC_393,Meath County Development Plan 2021
2022_IEHC_393,National Planning Framework
2022_IEHC_393,Planning and Development Act 2000
2022_IEHC_393,Planning and Development Regulations 2001
2022_IEHC_393,Roads Act 1993
2022_IEHC_393,Strategic Environmental Assessment Regulations 2004
2022_IEHC_395,Aarhus Convention
2022_IEHC_395,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_395,Meath County Development Plan 2022
2022_IEHC_395,Planning and Development Act 2000
2022_IEHC_395,Planning and Development Regulations 2001
2022_IEHC_395,SEA Directive
2022_IEHC_395,Strategic Environmental Assessment Directive
2022_IEHC_397,Data Protection Act
2022_IEHC_397,Employment Equality Act
2022_IEHC_397,Equal Status Act
2022_IEHC_397,Protected Disclosures Act
2022_IEHC_397,Unfair Dismissals Act
2022_IEHC_398,Civil Liability and Courts Act 2004
2022_IEHC_398,Courts Act 1981
2022_IEHC_4,Civil Liability Act 1961
2022_IEHC_4,Legal Services Regulation Act 2015
2022_IEHC_402,Consumer Credit Act
2022_IEHC_402,Conveyancing and Law of Property Act 1881
2022_IEHC_402,Land and Conveyancing Law Reform Act 2009
2022_IEHC_402,Land and Conveyancing Law Reform Act 2013
2022_IEHC_402,Personal Insolvency Act 2012
2022_IEHC_402,Registration of Title Act 1964
2022_IEHC_403,International Protection Act 2015
2022_IEHC_403,Refugee Act 1996
2022_IEHC_41,Civil Partnership and Certain Rights and Obligations of Cohabitants Act 2010
2022_IEHC_41,Consumer Credit Act
2022_IEHC_41,Credit Institutions (Stabilisation) Act 2010
2022_IEHC_41,Family Home Protection Act 1976
2022_IEHC_41,Irish Bank Resolution Corporation Act
2022_IEHC_41,Land and Conveyancing Law Reform Act 2013
2022_IEHC_413,EU Treaty
2022_IEHC_413,Immigration Act 1999
2022_IEHC_416,Companies (Amendment) Act
2022_IEHC_416,Companies Act 2014
2022_IEHC_416,Statute of Limitations Act
2022_IEHC_417,Administration of Estates Act
2022_IEHC_417,Succession Act 1965
2022_IEHC_42,Dublin City Development Plan 2016
2022_IEHC_42,Dublin City Development Plan 2022
2022_IEHC_42,Interpretation Act 2005
2022_IEHC_42,Planning and Development Act 2000
2022_IEHC_422,Courts (Supplemental Provisions) Act 1961
2022_IEHC_422,Interpretation Act 2005
2022_IEHC_424,Hague Convention
2022_IEHC_43,Courts (Supplemental Provisions) Act 1961
2022_IEHC_43,Finance (Tax Appeals) Act
2022_IEHC_43,Finance Act 1989
2022_IEHC_43,Finance Act 1992
2022_IEHC_43,Finance Act 2012
2022_IEHC_43,Interpretation Act 2005
2022_IEHC_438,Civil Liability and Courts Act 2004
2022_IEHC_44,Birds and Habitats Regulations 2011
2022_IEHC_44,EIA Directive
2022_IEHC_44,Environmental Impact Assessment Directive 2011/92
2022_IEHC_44,European Directive
2022_IEHC_44,Habitats Directive
2022_IEHC_44,Habitats Directive 92/43/EEC
2022_IEHC_44,Local Authorities (Works) Act 1949
2022_IEHC_44,Local Government Act 2001
2022_IEHC_44,Planning and Development Act 2000
2022_IEHC_44,Planning and Development Regulations 2001
2022_IEHC_440,Asylum Procedures Directive
2022_IEHC_440,European Convention
2022_IEHC_440,Geneva Convention
2022_IEHC_440,Human Rights Act
2022_IEHC_440,Immigration Act
2022_IEHC_440,International Protection Act 2015
2022_IEHC_440,Irish Nationality and Citizenship Act
2022_IEHC_440,United Nations Convention
2022_IEHC_440,Workplace Relations Act
2022_IEHC_441,European Communities (Reception Conditions) Regulations 2018
2022_IEHC_441,European Communities (Reception Conditions) Regulations 2019
2022_IEHC_441,International Protection Act 2015
2022_IEHC_441,Reception Conditions Directive
2022_IEHC_441,Reception Conditions Regulations
2022_IEHC_442,Personal Injuries Assessment Board Act 2003
2022_IEHC_442,PIAB Act 2003
2022_IEHC_442,Statute of Limitations Act 1957
2022_IEHC_45,Legal Services Regulation Act 2015
2022_IEHC_46,Central Bank Act 1942
2022_IEHC_46,Financial Services and Pensions Ombudsman Act 2017
2022_IEHC_47,Financial Services and Pensions Ombudsman Act 2017
2022_IEHC_47,FSPO Act 2017
2022_IEHC_47,Legal Services Regulation Act 2015
2022_IEHC_47,Pensions Act 1990
2022_IEHC_48,European Convention
2022_IEHC_48,Immigration Act 2004
2022_IEHC_49,Succession Act
2022_IEHC_50,European Arrest Warrant Act
2022_IEHC_50,Council Framework Decision 2009/299/JHA
2022_IEHC_50,Road Traffic Act
2022_IEHC_51,Civil Liability and Courts Act
2022_IEHC_53,Civil Liability and Courts Act 2004
2022_IEHC_54,Public Procurement Remedies Regulations
2022_IEHC_54,Remedies Directive
2022_IEHC_54,Remedies Regulations
2022_IEHC_54,Utilities Remedies Regulations
2022_IEHC_55,Firearms and Offensive Weapons Act 1990
2022_IEHC_55,Misuse of Drugs Act 1977
2022_IEHC_55,Prison Rules
2022_IEHC_55,Prison Rules 2007
2022_IEHC_57,Criminal Damage Act
2022_IEHC_57,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_57,European Arrest Warrant Act
2022_IEHC_57,European Convention
2022_IEHC_57,European Prison Rules
2022_IEHC_57,Council Framework Decision 2008/909/JHA
2022_IEHC_57,Misuse of Drugs Act
2022_IEHC_58,Criminal Damage Act 1991
2022_IEHC_58,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_58,European Arrest Warrant Act
2022_IEHC_58,European Convention
2022_IEHC_58,European Council Framework Decision
2022_IEHC_59,Criminal Damage Act
2022_IEHC_59,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_59,European Arrest Warrant Act
2022_IEHC_59,Council Framework Decision 2009/299/JHA
2022_IEHC_59,European Council Framework Decision
2022_IEHC_6,Aarhus Convention
2022_IEHC_6,Council Directive 85/337
2022_IEHC_6,EIA Directive
2022_IEHC_6,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_6,European Communities (Birds and Natural Habitats) Regulations 2011
2022_IEHC_6,Habitats Directive
2022_IEHC_6,Habitats Regulations
2022_IEHC_6,Justice Council Directive 85/337/EEC
2022_IEHC_6,Legal Services Regulation Act 2015
2022_IEHC_6,Planning and Development Act 2000
2022_IEHC_6,Planning and Development Regulations 2001
2022_IEHC_60,Statute of Limitations (Amendment) Act
2022_IEHC_60,Unfair Dismissals Act
2022_IEHC_60,Unfair Dismissals Act 1977
2022_IEHC_63,Courts of Justice Act 1924
2022_IEHC_63,Courts of Justice Act 1936
2022_IEHC_63,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_63,Planning and Development Act 2000
2022_IEHC_64,Sea Fisheries and Maritime Jurisdiction Act
2022_IEHC_65,Succession Act
2022_IEHC_66,Legal Services Regulation Act 2015
2022_IEHC_66,Personal Injuries Assessment Board Act
2022_IEHC_66,PIAB Act 2003
2022_IEHC_67,Defamation Act 2009
2022_IEHC_67,Statute of Limitations Act 1957
2022_IEHC_68,Legal Services Regulation Act 2015
2022_IEHC_68,Personal Injuries Assessment Board Act 2003
2022_IEHC_69,Civil Liability and Courts Act 2004
2022_IEHC_69,Road Traffic Act 1961
2022_IEHC_70,Children Act 2001
2022_IEHC_71,Asylum Procedures Directive
2022_IEHC_71,Dublin III Regulation
2022_IEHC_71,European Arrest Warrant Act
2022_IEHC_71,European Convention
2022_IEHC_71,European Council Framework Decision
2022_IEHC_71,International Protection Act
2022_IEHC_71,United Nations Convention
2022_IEHC_72,Broadcasting Act
2022_IEHC_72,Children Act 2001
2022_IEHC_72,Civil Partnership and Certain Rights and Obligations of Cohabitants Act 2010
2022_IEHC_72,Criminal justice Act
2022_IEHC_72,European Arrest Warrant Act
2022_IEHC_72,European Convention
2022_IEHC_72,European Council Framework Decision
2022_IEHC_74,Criminal Damage Act
2022_IEHC_74,Criminal Justice (Legal Aid) Act 1962
2022_IEHC_74,Criminal Justice (Miscellaneous Provisions) Act 1997
2022_IEHC_74,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_75,Legal Services Regulation Act 2015
2022_IEHC_75,Statute of Limitations (Amendment) Act
2022_IEHC_75,Statute of Limitations Act 1957
2022_IEHC_76,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_76,European Arrest Warrant Act
2022_IEHC_76,European Convention
2022_IEHC_77,Central Bank Act 1942
2022_IEHC_77,Consumer Insurance Contracts Act 2019
2022_IEHC_77,Legal Services Regulation Act 2015
2022_IEHC_78,Legal Services Regulation Act 2015
2022_IEHC_79,Legal Services Regulation Act
2022_IEHC_8,Companies Act 2014
2022_IEHC_8,Land and Conveyancing Law Reform Act 2009
2022_IEHC_8,Land and Conveyancing Law Reform Act 2013
2022_IEHC_8,Registration of Title Act 1964
2022_IEHC_80,Medical Practitioners Act
2022_IEHC_82,Companies Act
2022_IEHC_82,Registration of Maternity Homes Act
2022_IEHC_83,Aarhus Convention
2022_IEHC_83,Dublin City Development Plan 2011
2022_IEHC_83,Dublin City Development Plan 2016
2022_IEHC_83,Planning and Development Act 2000
2022_IEHC_83,Planning and Development Regulations 2001
2022_IEHC_83,UN/ECE Convention
2022_IEHC_84,International Protection Act
2022_IEHC_85,Constitution 1937
2022_IEHC_85,Judicial Council Act 2019
2022_IEHC_86,Civil Law (Miscellaneous Provisions) Act 2008
2022_IEHC_86,Civil Service Regulation Act
2022_IEHC_86,Civil Service Regulation Act 1956
2022_IEHC_86,Courts Act
2022_IEHC_86,Defence Act 1954
2022_IEHC_86,Garda Siochana Act
2022_IEHC_86,Local Government (Sanitary Services) Act
2022_IEHC_86,Ombudsman Act
2022_IEHC_86,Protected Disclosures Act
2022_IEHC_86,Protected Disclosures Act 2014
2022_IEHC_86,Public Interest Disclosure Act
2022_IEHC_86,Refugee Act
2022_IEHC_86,Taxes Consolidation Act
2022_IEHC_86,Unfair Dismissals Act
2022_IEHC_86,Unfair Dismissals Act 1977
2022_IEHC_86,Unfair Dismissals Act 1977
2022_IEHC_87,Asylum Procedures Directive
2022_IEHC_87,International Protection Act 2015
2022_IEHC_87,Qualification Directive 2004/83
2022_IEHC_88,Companies Act
2022_IEHC_88,Statute of Limitations Act
2022_IEHC_89,Occupiers Liability Act 1995
2022_IEHC_9,Courts Act 1988
2022_IEHC_90,Proceeds of Crime Act
2022_IEHC_90,Proceeds of Crime Act 1996
2022_IEHC_92,Bankruptcy Act 1988
2022_IEHC_92,Companies Act 2014
2022_IEHC_92,European Convention
2022_IEHC_93,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_93,European Arrest Warrant Act
2022_IEHC_93,European Convention
2022_IEHC_93,European Council Framework Decision
2022_IEHC_96,Aarhus Convention
2022_IEHC_96,EIA Directive
2022_IEHC_96,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_96,Environmental Impact Assessment Directive
2022_IEHC_96,Fisheries (Amendment) Act 1997
2022_IEHC_96,Planning and Development Act 2000
2022_IEHC_97,Family Home Protection Act 1976
2022_IEHC_97,Legal Services Regulation Act 2015
2022_IEHC_97,Registration of Deeds and Title Act 2006
2022_IEHC_97,Registration of Title Act 1964
2022_IEHC_98,Citizens Directive
2022_IEHC_98,Constitution
2022_IEHC_98,Health Act 1947
2022_IEHC_98,Prevention of Corruption (Amendment) Act 2001
2022_IEHC_99,Registration of Deeds and Title Act 2006
2022_IEHC_99,Registration of Title Act 1964
2022_IESC_10,Criminal Justice (Terrorist Offences) Act 2005
2022_IESC_10,European Arrest Warrant Act 2003
2022_IESC_10,Extradition Act 1965
2022_IESC_10,Local Government (Planning and Development) Act
2022_IESC_10,Misuse of Drugs Act 1997
2022_IESC_10,Planning and Development Act 2000
2022_IESC_11,European Patent Convention
2022_IESC_11,Patents Act
2022_IESC_12,Criminal Justice Act 2006
2022_IESC_12,European Arrest Warrant Act 2003
2022_IESC_12,European Convention
2022_IESC_12,Council Framework Decision 2002/584
2022_IESC_12,Offences Against the Person Act 1861
2022_IESC_13,Courts (Supplemental Provisions) Act 1961
2022_IESC_13,Courts Act 1988
2022_IESC_13,Courts of Justice Act 1924
2022_IESC_13,Defamation Act 2009
2022_IESC_14,Courts of Justice Act 1947
2022_IESC_14,Disability Act 2005
2022_IESC_14,Health Act 1947
2022_IESC_14,Health Act 2004
2022_IESC_14,Interpretation Act 2005
2022_IESC_16,Legal Services Act 2015
2022_IESC_17,Workplace Relations Act 2015
2022_IESC_19,Aarhus Convention
2022_IESC_19,AIE Regulations
2022_IESC_19,Civil Service Regulation (Amendment) Act 2005
2022_IESC_19,Civil Service Regulation Act 1956
2022_IESC_19,Constitution
2022_IESC_19,European Communities (Access to Information on the Environment) (Amendment) Regulations 2007
2022_IESC_19,Harbours Act
2022_IESC_19,Health Act 2004
2022_IESC_19,Local Government Act 2001
2022_IESC_2,Constitution 1922
2022_IESC_2,European Convention
2022_IESC_2,Housing Act
2022_IESC_2,Human Rights Act 2003
2022_IESC_2,Land and Conveyancing Law Reform Act 2009
2022_IESC_2,Planning and Development Act 2000
2022_IESC_21,Criminal Justice (Miscellaneous Provisions) Act 2009
2022_IESC_21,Criminal Justice (Terrorist Offences) Act 2005
2022_IESC_21,European Arrest Warrant Act 2003
2022_IESC_21,Offences Against the State Act 1939
2022_IESC_22,Criminal Code
2022_IESC_22,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IESC_22,Criminal Justice Act 1964
2022_IESC_22,Criminal Law (Insanity) Act 2006
2022_IESC_22,Criminal Law (Rape) (Amendment) Act 1990
2022_IESC_22,European Arrest Warrant Act 2003
2022_IESC_22,Sex Offenders Act 2001
2022_IESC_23,Courts of Justice Act 1924
2022_IESC_23,Criminal Assets Bureau Act
2022_IESC_23,Criminal Justice (Miscellaneous Provisions) Act 1997
2022_IESC_23,Criminal Justice (Search Warrants) Act 2012
2022_IESC_23,Criminal Justice (Surveillance) Act 2009
2022_IESC_23,Criminal Law Act
2022_IESC_23,Offences Against the State Act
2022_IESC_23,Official Secrets Act
2022_IESC_24,Children Act 2001
2022_IESC_24,Courts of Justice Act 1924
2022_IESC_24,Criminal Code
2022_IESC_24,Criminal Justice Act 1964
2022_IESC_24,Criminal Justice Act 1988
2022_IESC_24,Criminal Law (Insanity) Act 2006
2022_IESC_24,Criminal Procedure Act 1984
2022_IESC_24,Criminal Procedure Act 1993
2022_IESC_24,European Convention
2022_IESC_24,Human Rights Act 2003
2022_IESC_24,Lunacy Act
2022_IESC_25,Aliens Act 1935
2022_IESC_25,British Nationality Act
2022_IESC_25,Constitution Act 2004
2022_IESC_25,Immigration Act 2004
2022_IESC_25,International Protection Act
2022_IESC_25,Interpretation Act 2005
2022_IESC_25,Irish Nationality and Citizenship Act 1956
2022_IESC_25,Irish Nationality and Citizenship Act 2004
2022_IESC_25,Passport Act 2008
2022_IESC_25,Qualification Directive 2004/83
2022_IESC_25,Refugee Act 1996
2022_IESC_25,Refugee Convention 1951
2022_IESC_26,Constitution Act 2013
2022_IESC_26,Courts of Justice Act 1947
2022_IESC_26,Disability Act 2005
2022_IESC_26,Legal Services Regulation Act 2015
2022_IESC_27,Criminal Justice (Terrorist Offences) Act
2022_IESC_27,EAW Act
2022_IESC_27,European Arrest Warrant Act
2022_IESC_27,European Convention
2022_IESC_27,European Union (European Arrest Warrant) Act 2003
2022_IESC_28,AIE Regulations
2022_IESC_28,Environment (Miscellaneous Provisions) Act 2011
2022_IESC_29,Criminal Justice (Drug Trafficking) Act
2022_IESC_29,Criminal Justice (Forensic Evidence) Act 1990
2022_IESC_29,Criminal Justice Act 2006
2022_IESC_29,Criminal Justice Act 2007
2022_IESC_29,European Convention
2022_IESC_29,Offences Against the State Act
2022_IESC_4,EIA Directive
2022_IESC_4,Illegal Immigrants (Trafficking) Act
2022_IESC_4,International Protection Act
2022_IESC_4,Interpretation Act
2022_IESC_4,Qualification Directive
2022_IESC_4,Refugee Act
2022_IESC_6,European Arrest Warrant Act 2003
2022_IESC_6,European Convention
2022_IESC_6,Council Framework Decision 2009/299/JHA
2022_IESC_6,Council Framework Decision 2002/584
2022_IESC_7,Criminal Justice (Amendment) Act 2009
2022_IESC_7,Criminal Justice (Drug Trafficking) Act
2022_IESC_7,Criminal Justice Act 1984
2022_IESC_7,Criminal Justice Act 2007
2022_IESC_7,European Arrest Warrant Act 2003
2022_IESC_7,Offences Against the State (Amendment) Act 1998
2022_IESC_7,Offences Against the State Act 1939
2022_IESC_8,EIA Directive
2022_IESC_8,Environment (Miscellaneous Provisions) Act 2011
2022_IESC_8,Environmental Impact Assessment Directive 2011/92
2022_IESC_8,Habitats Directive
2022_IESC_8,Habitats Directive 92/43/EEC
2022_IESC_8,Natura 2000
2022_IESC_8,Planning and Development Act 2000
2022_IESC_8,Planning and Development Regulations 2001
2022_IESC_8,Surface Water Regulations 2009
2022_IESC_8,Water Framework Directive 2006/60
2022_IESC_9,Solicitors (Amendment) Act
